SITE CODE= 47254è„âzésíÜÉmñì            ,37.4962,137.2705, 15.86,7.6,45292.6738723, 15.25, 26.04
 LAT.=   37.1063
 LON.=  138.1601
 SAMPLING RATE= 100Hz
 UNIT  = gal(cm/s/s)
INITIAL TIME = 2024 01 01 16 09 10
 NS,EW,UD
0.016,-0.038,-0.010
0.021,-0.033,0.005
0.028,-0.029,0.018
0.033,-0.024,0.026
0.033,-0.018,0.030
0.028,-0.010,0.033
0.020,-0.004,0.033
0.012,-0.001,0.031
0.007,-0.005,0.028
0.003,-0.012,0.025
-0.001,-0.021,0.022
-0.006,-0.028,0.022
-0.010,-0.031,0.024
-0.012,-0.031,0.030
-0.007,-0.030,0.037
0.005,-0.029,0.041
0.019,-0.029,0.043
0.030,-0.031,0.042
0.035,-0.032,0.041
0.031,-0.032,0.040
0.021,-0.030,0.039
0.009,-0.028,0.037
-0.005,-0.030,0.034
-0.018,-0.035,0.030
-0.030,-0.047,0.025
-0.036,-0.063,0.018
-0.039,-0.081,0.010
-0.039,-0.096,0.003
-0.038,-0.103,-0.003
-0.033,-0.101,-0.006
-0.025,-0.089,-0.005
-0.012,-0.071,0.000
0.001,-0.048,0.006
0.016,-0.023,0.011
0.027,0.001,0.015
0.035,0.022,0.018
0.042,0.039,0.021
0.049,0.052,0.024
0.057,0.059,0.022
0.065,0.061,0.016
0.070,0.058,0.007
0.069,0.056,-0.004
0.061,0.056,-0.012
0.048,0.061,-0.015
0.035,0.070,-0.016
0.027,0.079,-0.014
0.026,0.085,-0.012
0.028,0.086,-0.009
0.029,0.078,-0.007
0.026,0.065,-0.007
0.018,0.049,-0.010
0.001,0.034,-0.015
-0.019,0.024,-0.021
-0.040,0.018,-0.025
-0.055,0.014,-0.024
-0.063,0.011,-0.021
-0.066,0.009,-0.018
-0.067,0.003,-0.016
-0.068,-0.003,-0.014
-0.068,-0.009,-0.010
-0.070,-0.010,-0.007
-0.074,-0.007,-0.006
-0.081,-0.002,-0.008
-0.087,0.002,-0.013
-0.092,0.004,-0.019
-0.093,0.004,-0.025
-0.090,0.004,-0.027
-0.082,0.004,-0.024
-0.072,0.005,-0.018
-0.063,0.007,-0.010
-0.055,0.010,0.000
-0.047,0.012,0.010
-0.035,0.017,0.019
-0.022,0.023,0.024
-0.010,0.030,0.025
-0.005,0.036,0.024
-0.003,0.037,0.022
-0.001,0.033,0.019
0.001,0.024,0.014
0.005,0.012,0.007
0.011,-0.002,0.001
0.019,-0.016,-0.003
0.025,-0.027,-0.005
0.026,-0.032,-0.005
0.020,-0.030,-0.003
0.007,-0.023,0.000
-0.009,-0.013,0.003
-0.025,-0.002,0.005
-0.040,0.009,0.008
-0.050,0.018,0.013
-0.055,0.024,0.018
-0.054,0.027,0.021
-0.051,0.026,0.022
-0.045,0.021,0.020
-0.035,0.010,0.016
-0.020,-0.003,0.014
-0.002,-0.019,0.013
0.015,-0.032,0.012
0.028,-0.038,0.011
0.034,-0.037,0.012
0.035,-0.031,0.014
0.035,-0.027,0.015
0.036,-0.024,0.010
0.042,-0.024,0.003
0.051,-0.025,-0.003
0.058,-0.027,-0.009
0.062,-0.030,-0.012
0.063,-0.032,-0.018
0.061,-0.037,-0.022
0.058,-0.042,-0.026
0.053,-0.046,-0.028
0.046,-0.044,-0.025
0.038,-0.033,-0.019
0.029,-0.016,-0.010
0.020,0.003,0.001
0.014,0.020,0.011
0.013,0.034,0.020
0.016,0.044,0.027
0.020,0.048,0.029
0.021,0.048,0.024
0.018,0.046,0.016
0.012,0.043,0.007
0.005,0.037,-0.000
-0.001,0.028,-0.005
-0.008,0.018,-0.008
-0.015,0.008,-0.009
-0.022,-0.001,-0.008
-0.026,-0.009,-0.008
-0.025,-0.015,-0.007
-0.017,-0.022,-0.007
-0.003,-0.031,-0.006
0.012,-0.045,-0.006
0.026,-0.061,-0.009
0.034,-0.073,-0.011
0.037,-0.078,-0.012
0.039,-0.075,-0.008
0.043,-0.065,-0.001
0.052,-0.049,0.005
0.065,-0.031,0.005
0.077,-0.014,-0.001
0.083,-0.003,-0.008
0.081,0.006,-0.011
0.073,0.014,-0.008
0.065,0.023,-0.001
0.060,0.033,0.005
0.058,0.039,0.005
0.055,0.042,-0.000
0.048,0.040,-0.010
0.035,0.037,-0.022
0.016,0.033,-0.033
-0.009,0.032,-0.042
-0.037,0.036,-0.046
-0.067,0.044,-0.044
-0.091,0.057,-0.038
-0.106,0.069,-0.031
-0.114,0.078,-0.027
-0.116,0.080,-0.028
-0.112,0.073,-0.033
-0.103,0.057,-0.042
-0.092,0.037,-0.049
-0.081,0.014,-0.052
-0.072,-0.007,-0.049
-0.063,-0.028,-0.041
-0.052,-0.044,-0.028
-0.041,-0.055,-0.015
-0.028,-0.059,-0.003
-0.018,-0.055,0.006
-0.010,-0.046,0.012
-0.006,-0.033,0.014
-0.005,-0.019,0.016
-0.006,-0.008,0.017
-0.006,-0.001,0.018
-0.003,0.003,0.019
0.001,0.009,0.019
0.005,0.020,0.016
0.006,0.032,0.013
0.004,0.044,0.010
-0.001,0.054,0.010
-0.006,0.062,0.013
-0.007,0.069,0.016
-0.002,0.072,0.018
0.004,0.073,0.019
0.010,0.071,0.020
0.017,0.069,0.022
0.028,0.066,0.024
0.045,0.063,0.024
0.062,0.057,0.022
0.074,0.051,0.022
0.080,0.042,0.023
0.080,0.030,0.023
0.078,0.016,0.020
0.076,0.000,0.014
0.074,-0.014,0.008
0.072,-0.027,0.004
0.071,-0.039,0.001
0.070,-0.050,0.001
0.066,-0.061,0.001
0.061,-0.071,0.003
0.055,-0.078,0.005
0.052,-0.084,0.004
0.051,-0.088,0.001
0.050,-0.090,-0.006
0.050,-0.091,-0.014
0.048,-0.092,-0.020
0.046,-0.093,-0.024
0.040,-0.094,-0.023
0.033,-0.092,-0.020
0.025,-0.086,-0.014
0.018,-0.074,-0.009
0.010,-0.059,-0.004
0.001,-0.041,0.000
-0.010,-0.024,0.007
-0.025,-0.010,0.014
-0.041,-0.004,0.020
-0.054,-0.005,0.023
-0.061,-0.011,0.020
-0.061,-0.020,0.013
-0.057,-0.027,0.004
-0.052,-0.031,-0.005
-0.051,-0.031,-0.011
-0.054,-0.029,-0.014
-0.061,-0.027,-0.014
-0.067,-0.028,-0.007
-0.070,-0.028,0.003
-0.069,-0.026,0.014
-0.065,-0.020,0.022
-0.060,-0.014,0.026
-0.057,-0.013,0.027
-0.055,-0.015,0.027
-0.051,-0.020,0.025
-0.043,-0.025,0.022
-0.032,-0.029,0.020
-0.024,-0.031,0.018
-0.020,-0.031,0.018
-0.017,-0.029,0.018
-0.012,-0.030,0.015
-0.005,-0.036,0.007
0.005,-0.045,-0.003
0.016,-0.055,-0.013
0.026,-0.064,-0.017
0.034,-0.071,-0.015
0.041,-0.074,-0.010
0.044,-0.070,-0.004
0.046,-0.060,0.003
0.042,-0.048,0.011
0.034,-0.037,0.018
0.022,-0.026,0.021
0.012,-0.014,0.019
0.007,-0.002,0.013
0.006,0.012,0.004
0.008,0.026,-0.004
0.010,0.041,-0.010
0.012,0.052,-0.015
0.012,0.059,-0.017
0.010,0.061,-0.018
0.006,0.056,-0.018
0.000,0.050,-0.018
-0.004,0.045,-0.015
-0.005,0.042,-0.012
-0.006,0.041,-0.007
-0.006,0.042,-0.001
-0.006,0.044,0.004
-0.005,0.045,0.009
-0.005,0.044,0.012
-0.009,0.042,0.016
-0.016,0.037,0.020
-0.024,0.030,0.023
-0.031,0.024,0.025
-0.038,0.021,0.026
-0.042,0.019,0.028
-0.044,0.019,0.031
-0.042,0.018,0.036
-0.035,0.016,0.040
-0.026,0.014,0.042
-0.016,0.012,0.044
-0.003,0.011,0.048
0.009,0.008,0.051
0.020,-0.001,0.052
0.026,-0.014,0.050
0.028,-0.028,0.046
0.020,-0.039,0.040
0.003,-0.044,0.035
-0.019,-0.044,0.031
-0.039,-0.039,0.027
-0.053,-0.034,0.022
-0.061,-0.032,0.014
-0.062,-0.033,0.003
-0.059,-0.041,-0.008
-0.051,-0.052,-0.019
-0.039,-0.067,-0.027
-0.025,-0.082,-0.033
-0.010,-0.093,-0.035
0.003,-0.096,-0.033
0.015,-0.093,-0.028
0.022,-0.083,-0.022
0.024,-0.071,-0.017
0.022,-0.059,-0.012
0.020,-0.050,-0.007
0.018,-0.043,-0.003
0.020,-0.040,-0.001
0.026,-0.037,-0.002
0.034,-0.033,-0.004
0.043,-0.024,-0.007
0.052,-0.013,-0.009
0.060,0.001,-0.009
0.066,0.016,-0.007
0.074,0.028,-0.001
0.085,0.038,0.007
0.097,0.043,0.014
0.108,0.043,0.017
0.112,0.037,0.016
0.106,0.026,0.012
0.093,0.010,0.006
0.077,-0.009,-0.001
0.061,-0.029,-0.009
0.048,-0.049,-0.017
0.039,-0.069,-0.024
0.033,-0.087,-0.028
0.031,-0.098,-0.029
0.031,-0.101,-0.028
0.033,-0.094,-0.024
0.034,-0.078,-0.019
0.031,-0.055,-0.011
0.024,-0.028,-0.003
0.014,-0.001,0.002
0.002,0.021,0.005
-0.011,0.037,0.006
-0.027,0.047,0.007
-0.043,0.053,0.008
-0.058,0.056,0.008
-0.070,0.056,0.005
-0.080,0.053,-0.000
-0.088,0.049,-0.005
-0.091,0.047,-0.007
-0.089,0.048,-0.006
-0.082,0.052,-0.002
-0.074,0.057,-0.000
-0.069,0.061,-0.000
-0.067,0.066,-0.001
-0.067,0.071,-0.002
-0.067,0.078,-0.002
-0.066,0.085,-0.004
-0.065,0.091,-0.008
-0.065,0.094,-0.014
-0.066,0.093,-0.020
-0.069,0.088,-0.023
-0.072,0.078,-0.025
-0.074,0.065,-0.026
-0.073,0.052,-0.028
-0.070,0.040,-0.031
-0.067,0.033,-0.034
-0.060,0.028,-0.034
-0.050,0.026,-0.031
-0.035,0.022,-0.027
-0.020,0.018,-0.023
-0.007,0.010,-0.020
0.003,0.003,-0.014
0.010,-0.002,-0.006
0.012,-0.005,0.002
0.009,-0.006,0.011
0.002,-0.005,0.020
-0.007,-0.003,0.026
-0.017,-0.001,0.029
-0.024,0.000,0.028
-0.028,0.001,0.024
-0.028,0.001,0.020
-0.026,0.002,0.017
-0.025,0.003,0.017
-0.026,0.006,0.019
-0.031,0.009,0.022
-0.038,0.010,0.024
-0.046,0.010,0.023
-0.051,0.007,0.018
-0.050,0.001,0.010
-0.047,-0.005,0.001
-0.043,-0.011,-0.007
-0.039,-0.016,-0.012
-0.033,-0.021,-0.012
-0.026,-0.027,-0.010
-0.018,-0.033,-0.010
-0.006,-0.042,-0.013
0.009,-0.053,-0.021
0.025,-0.063,-0.029
0.038,-0.068,-0.035
0.044,-0.066,-0.038
0.042,-0.059,-0.035
0.037,-0.048,-0.028
0.033,-0.034,-0.021
0.033,-0.021,-0.017
0.038,-0.010,-0.018
0.046,-0.002,-0.021
0.053,0.002,-0.025
0.059,0.004,-0.026
0.058,0.004,-0.026
0.051,0.003,-0.025
0.038,0.001,-0.026
0.024,0.001,-0.026
0.010,0.004,-0.026
-0.001,0.010,-0.025
-0.010,0.018,-0.024
-0.015,0.025,-0.024
-0.018,0.029,-0.025
-0.019,0.029,-0.025
-0.018,0.026,-0.026
-0.016,0.023,-0.027
-0.016,0.023,-0.028
-0.021,0.028,-0.028
-0.031,0.037,-0.028
-0.044,0.048,-0.026
-0.057,0.058,-0.023
-0.068,0.065,-0.022
-0.074,0.068,-0.024
-0.076,0.065,-0.026
-0.072,0.060,-0.025
-0.063,0.053,-0.020
-0.054,0.049,-0.012
-0.046,0.046,-0.005
-0.039,0.041,0.002
-0.028,0.034,0.006
-0.012,0.028,0.007
0.008,0.023,0.005
0.030,0.021,0.001
0.052,0.020,0.001
0.070,0.020,0.004
0.084,0.021,0.010
0.095,0.021,0.018
0.103,0.018,0.025
0.107,0.012,0.032
0.108,0.002,0.037
0.105,-0.008,0.038
0.100,-0.020,0.037
0.094,-0.033,0.034
0.089,-0.048,0.029
0.083,-0.061,0.023
0.074,-0.072,0.021
0.062,-0.078,0.023
0.047,-0.078,0.030
0.033,-0.075,0.037
0.021,-0.070,0.040
0.013,-0.065,0.039
0.007,-0.063,0.035
0.000,-0.061,0.029
-0.010,-0.056,0.024
-0.023,-0.047,0.020
-0.040,-0.035,0.019
-0.056,-0.021,0.023
-0.069,-0.005,0.031
-0.079,0.009,0.041
-0.085,0.018,0.045
-0.089,0.020,0.042
-0.089,0.015,0.031
-0.089,0.007,0.014
-0.085,0.000,-0.001
-0.080,-0.004,-0.014
-0.073,-0.005,-0.024
-0.067,-0.004,-0.031
-0.061,-0.003,-0.036
-0.057,-0.001,-0.037
-0.054,0.000,-0.032
-0.051,0.002,-0.025
-0.046,0.003,-0.018
-0.037,0.004,-0.011
-0.022,0.001,-0.008
-0.006,-0.003,-0.006
0.009,-0.007,-0.007
0.020,-0.007,-0.007
0.028,-0.005,-0.005
0.037,-0.003,-0.001
0.045,0.001,0.004
0.051,0.008,0.008
0.054,0.016,0.012
0.055,0.024,0.014
0.053,0.030,0.015
0.048,0.034,0.012
0.039,0.035,0.007
0.025,0.033,-0.001
0.009,0.028,-0.007
-0.009,0.021,-0.012
-0.027,0.016,-0.014
-0.042,0.010,-0.017
-0.050,0.003,-0.020
-0.050,-0.005,-0.024
-0.041,-0.012,-0.029
-0.030,-0.017,-0.033
-0.017,-0.017,-0.035
-0.005,-0.014,-0.034
0.006,-0.007,-0.030
0.017,0.001,-0.022
0.028,0.010,-0.014
0.039,0.018,-0.005
0.048,0.023,0.002
0.054,0.023,0.007
0.057,0.018,0.009
0.056,0.008,0.007
0.054,-0.006,0.004
0.052,-0.021,-0.000
0.051,-0.033,-0.003
0.049,-0.039,-0.002
0.047,-0.036,0.002
0.044,-0.026,0.007
0.045,-0.014,0.012
0.048,-0.002,0.016
0.054,0.005,0.016
0.059,0.009,0.013
0.061,0.008,0.008
0.058,0.004,0.004
0.048,-0.002,0.001
0.033,-0.009,-0.000
0.012,-0.016,-0.003
-0.010,-0.022,-0.008
-0.032,-0.026,-0.012
-0.050,-0.030,-0.016
-0.062,-0.030,-0.018
-0.066,-0.030,-0.021
-0.066,-0.031,-0.024
-0.061,-0.035,-0.027
-0.054,-0.039,-0.025
-0.046,-0.042,-0.019
-0.035,-0.044,-0.009
-0.026,-0.044,0.000
-0.020,-0.041,0.007
-0.016,-0.036,0.010
-0.016,-0.028,0.009
-0.016,-0.020,0.006
-0.016,-0.012,0.003
-0.016,-0.005,0.000
-0.014,0.003,0.000
-0.009,0.011,0.002
-0.001,0.020,0.006
0.011,0.029,0.012
0.026,0.035,0.017
0.040,0.039,0.020
0.050,0.039,0.020
0.055,0.035,0.017
0.055,0.029,0.016
0.053,0.025,0.018
0.049,0.026,0.022
0.044,0.031,0.028
0.037,0.040,0.032
0.028,0.051,0.034
0.019,0.062,0.033
0.008,0.071,0.031
-0.001,0.078,0.027
-0.008,0.080,0.023
-0.011,0.076,0.018
-0.011,0.067,0.011
-0.010,0.054,0.005
-0.009,0.042,0.002
-0.006,0.032,0.001
-0.004,0.027,-0.002
-0.005,0.026,-0.004
-0.010,0.028,-0.004
-0.017,0.029,-0.000
-0.020,0.031,0.003
-0.019,0.032,0.003
-0.017,0.032,-0.002
-0.016,0.032,-0.008
-0.013,0.030,-0.014
-0.009,0.028,-0.016
-0.002,0.023,-0.018
0.006,0.016,-0.020
0.016,0.010,-0.023
0.026,0.006,-0.026
0.034,0.003,-0.026
0.039,0.001,-0.020
0.040,0.001,-0.012
0.039,0.006,-0.002
0.039,0.013,0.006
0.039,0.021,0.012
0.038,0.029,0.014
0.036,0.037,0.012
0.033,0.042,0.007
0.029,0.046,0.002
0.024,0.046,0.000
0.023,0.045,-0.000
0.026,0.042,-0.001
0.032,0.036,-0.003
0.038,0.026,-0.004
0.041,0.014,-0.004
0.041,0.004,-0.003
0.039,-0.004,-0.002
0.037,-0.010,-0.001
0.033,-0.015,0.001
0.030,-0.019,0.003
0.029,-0.022,0.003
0.032,-0.027,0.002
0.039,-0.031,-0.000
0.048,-0.038,-0.002
0.054,-0.045,-0.003
0.056,-0.052,-0.005
0.054,-0.058,-0.008
0.051,-0.060,-0.010
0.045,-0.059,-0.011
0.037,-0.055,-0.008
0.029,-0.047,-0.004
0.022,-0.038,0.002
0.018,-0.032,0.008
0.015,-0.030,0.014
0.012,-0.031,0.020
0.009,-0.031,0.022
0.003,-0.026,0.023
-0.005,-0.016,0.024
-0.016,-0.005,0.025
-0.028,0.007,0.027
-0.037,0.017,0.029
-0.041,0.023,0.031
-0.039,0.025,0.030
-0.034,0.024,0.028
-0.027,0.020,0.026
-0.017,0.016,0.027
-0.004,0.011,0.030
0.010,0.007,0.033
0.023,0.003,0.031
0.031,0.000,0.025
0.032,-0.003,0.016
0.029,-0.005,0.005
0.024,-0.006,-0.004
0.020,-0.007,-0.010
0.017,-0.008,-0.010
0.017,-0.009,-0.008
0.019,-0.010,-0.005
0.021,-0.010,-0.005
0.024,-0.011,-0.010
0.025,-0.012,-0.016
0.021,-0.016,-0.020
0.012,-0.019,-0.021
0.002,-0.019,-0.018
-0.005,-0.015,-0.014
-0.007,-0.010,-0.013
-0.002,-0.006,-0.014
0.006,-0.002,-0.016
0.014,0.003,-0.017
0.021,0.008,-0.017
0.023,0.009,-0.018
0.022,0.008,-0.020
0.019,0.007,-0.023
0.014,0.008,-0.026
0.007,0.012,-0.025
-0.000,0.015,-0.021
-0.007,0.018,-0.015
-0.012,0.018,-0.010
-0.013,0.016,-0.007
-0.011,0.011,-0.003
-0.005,0.003,0.000
0.003,-0.005,0.003
0.013,-0.011,0.006
0.020,-0.014,0.009
0.022,-0.012,0.012
0.019,-0.007,0.016
0.013,-0.001,0.020
0.007,0.004,0.020
0.002,0.007,0.018
-0.000,0.007,0.014
-0.003,0.003,0.010
-0.005,-0.000,0.006
-0.007,-0.003,0.003
-0.009,-0.003,-0.001
-0.012,-0.003,-0.005
-0.014,-0.002,-0.007
-0.019,0.001,-0.008
-0.025,0.008,-0.006
-0.032,0.015,-0.004
-0.041,0.020,-0.003
-0.050,0.018,-0.004
-0.061,0.010,-0.007
-0.069,-0.003,-0.010
-0.074,-0.020,-0.015
-0.076,-0.038,-0.021
-0.074,-0.054,-0.025
-0.074,-0.064,-0.026
-0.074,-0.068,-0.025
-0.075,-0.067,-0.022
-0.077,-0.065,-0.020
-0.079,-0.064,-0.018
-0.080,-0.063,-0.016
-0.080,-0.063,-0.013
-0.078,-0.061,-0.010
-0.074,-0.060,-0.006
-0.070,-0.058,-0.001
-0.068,-0.054,0.003
-0.069,-0.047,0.005
-0.072,-0.037,0.004
-0.074,-0.021,0.004
-0.074,0.000,0.006
-0.073,0.024,0.009
-0.067,0.049,0.014
-0.057,0.068,0.018
-0.044,0.082,0.021
-0.029,0.092,0.025
-0.012,0.097,0.030
0.005,0.096,0.035
0.024,0.090,0.040
0.041,0.081,0.042
0.053,0.070,0.041
0.062,0.058,0.037
0.066,0.047,0.032
0.067,0.037,0.027
0.065,0.030,0.022
0.063,0.022,0.020
0.061,0.014,0.018
0.059,0.006,0.019
0.057,-0.001,0.021
0.057,-0.007,0.022
0.056,-0.011,0.021
0.054,-0.015,0.018
0.050,-0.018,0.014
0.046,-0.021,0.009
0.042,-0.028,0.006
0.040,-0.035,0.004
0.040,-0.042,0.005
0.042,-0.048,0.009
0.043,-0.050,0.016
0.041,-0.051,0.023
0.036,-0.048,0.030
0.027,-0.042,0.035
0.016,-0.035,0.037
0.005,-0.030,0.036
-0.004,-0.026,0.035
-0.008,-0.024,0.034
-0.007,-0.023,0.032
-0.003,-0.023,0.029
0.003,-0.023,0.026
0.008,-0.022,0.024
0.009,-0.022,0.024
0.004,-0.024,0.025
-0.004,-0.027,0.024
-0.013,-0.033,0.021
-0.022,-0.039,0.016
-0.031,-0.044,0.012
-0.038,-0.048,0.010
-0.044,-0.049,0.006
-0.048,-0.049,0.001
-0.050,-0.048,-0.003
-0.052,-0.044,-0.003
-0.053,-0.039,0.001
-0.055,-0.031,0.005
-0.057,-0.023,0.007
-0.056,-0.017,0.006
-0.052,-0.013,0.003
-0.044,-0.010,0.000
-0.033,-0.006,-0.003
-0.022,-0.003,-0.009
-0.012,-0.003,-0.016
-0.006,-0.005,-0.022
-0.003,-0.010,-0.027
-0.003,-0.013,-0.030
-0.005,-0.014,-0.033
-0.009,-0.012,-0.037
-0.014,-0.006,-0.039
-0.018,0.004,-0.039
-0.021,0.015,-0.038
-0.020,0.023,-0.037
-0.016,0.027,-0.036
-0.009,0.028,-0.033
0.001,0.028,-0.031
0.012,0.029,-0.026
0.025,0.028,-0.020
0.040,0.028,-0.012
0.053,0.028,-0.005
0.065,0.029,-0.001
0.073,0.030,-0.002
0.076,0.029,-0.005
0.074,0.027,-0.010
0.065,0.024,-0.012
0.052,0.021,-0.013
0.038,0.020,-0.012
0.026,0.021,-0.010
0.015,0.023,-0.008
0.007,0.025,-0.006
0.001,0.024,-0.006
-0.001,0.020,-0.009
0.001,0.012,-0.012
0.005,0.003,-0.013
0.009,-0.005,-0.010
0.014,-0.011,-0.005
0.016,-0.014,-0.000
0.018,-0.015,0.003
0.019,-0.015,0.006
0.020,-0.016,0.008
0.021,-0.016,0.009
0.022,-0.016,0.008
0.024,-0.016,0.006
0.023,-0.016,0.003
0.021,-0.016,-0.000
0.016,-0.016,-0.003
0.013,-0.014,-0.004
0.011,-0.009,-0.003
0.010,-0.001,-0.001
0.010,0.009,0.002
0.011,0.019,0.006
0.013,0.026,0.009
0.016,0.029,0.011
0.018,0.029,0.011
0.016,0.028,0.012
0.012,0.023,0.013
0.008,0.018,0.014
0.001,0.012,0.014
-0.005,0.010,0.014
-0.012,0.010,0.013
-0.018,0.012,0.011
-0.022,0.017,0.009
-0.028,0.022,0.007
-0.035,0.029,0.005
-0.045,0.036,0.002
-0.059,0.042,-0.000
-0.073,0.050,-0.001
-0.082,0.057,-0.001
-0.084,0.063,-0.002
-0.080,0.066,-0.006
-0.073,0.065,-0.012
-0.066,0.061,-0.019
-0.062,0.055,-0.024
-0.058,0.047,-0.026
-0.053,0.037,-0.026
-0.046,0.027,-0.024
-0.039,0.017,-0.022
-0.031,0.009,-0.020
-0.024,0.005,-0.017
-0.018,0.006,-0.014
-0.012,0.010,-0.010
-0.006,0.015,-0.007
0.000,0.017,-0.004
0.006,0.015,-0.002
0.012,0.010,-0.002
0.016,0.005,-0.003
0.019,-0.001,-0.005
0.022,-0.007,-0.006
0.026,-0.013,-0.006
0.032,-0.018,-0.005
0.039,-0.023,-0.003
0.046,-0.027,-0.002
0.052,-0.031,-0.001
0.057,-0.034,-0.002
0.062,-0.035,-0.003
0.063,-0.034,-0.003
0.061,-0.030,-0.002
0.055,-0.026,-0.002
0.051,-0.022,-0.003
0.050,-0.018,-0.004
0.051,-0.015,-0.004
0.055,-0.014,-0.005
0.062,-0.016,-0.008
0.066,-0.017,-0.011
0.065,-0.017,-0.015
0.060,-0.016,-0.018
0.054,-0.016,-0.019
0.051,-0.019,-0.017
0.052,-0.023,-0.012
0.056,-0.027,-0.006
0.058,-0.029,-0.001
0.058,-0.031,-0.001
0.054,-0.035,-0.005
0.046,-0.038,-0.010
0.036,-0.039,-0.014
0.022,-0.037,-0.017
0.007,-0.032,-0.019
-0.008,-0.028,-0.022
-0.019,-0.024,-0.025
-0.023,-0.024,-0.028
-0.022,-0.028,-0.031
-0.017,-0.034,-0.034
-0.009,-0.041,-0.035
-0.002,-0.045,-0.034
0.000,-0.046,-0.029
-0.003,-0.043,-0.021
-0.010,-0.039,-0.012
-0.018,-0.032,-0.005
-0.024,-0.025,-0.001
-0.033,-0.018,-0.002
-0.045,-0.008,-0.006
-0.059,0.002,-0.009
-0.073,0.013,-0.009
-0.083,0.022,-0.004
-0.088,0.030,0.000
-0.086,0.033,0.004
-0.078,0.031,0.004
-0.068,0.028,0.003
-0.059,0.023,0.001
-0.053,0.020,-0.000
-0.050,0.016,-0.002
-0.051,0.011,-0.003
-0.053,0.006,-0.001
-0.055,0.000,0.004
-0.055,-0.005,0.009
-0.052,-0.009,0.013
-0.046,-0.011,0.014
-0.041,-0.014,0.010
-0.036,-0.018,0.004
-0.031,-0.022,-0.002
-0.028,-0.025,-0.005
-0.025,-0.026,-0.004
-0.021,-0.028,0.000
-0.014,-0.030,0.005
-0.004,-0.031,0.008
0.008,-0.030,0.010
0.020,-0.026,0.012
0.028,-0.020,0.015
0.032,-0.012,0.017
0.031,-0.003,0.020
0.026,0.007,0.022
0.022,0.015,0.023
0.018,0.020,0.022
0.016,0.022,0.019
0.014,0.022,0.015
0.014,0.020,0.010
0.015,0.017,0.007
0.017,0.016,0.004
0.018,0.021,0.005
0.016,0.031,0.008
0.015,0.046,0.012
0.014,0.065,0.015
0.013,0.086,0.019
0.013,0.106,0.022
0.014,0.123,0.026
0.017,0.130,0.029
0.020,0.127,0.029
0.024,0.116,0.027
0.026,0.098,0.022
0.027,0.075,0.016
0.027,0.049,0.008
0.026,0.023,0.001
0.026,0.001,-0.005
0.027,-0.018,-0.008
0.030,-0.034,-0.010
0.032,-0.046,-0.011
0.032,-0.053,-0.012
0.028,-0.055,-0.013
0.022,-0.057,-0.015
0.016,-0.057,-0.018
0.007,-0.057,-0.022
-0.003,-0.055,-0.026
-0.016,-0.053,-0.028
-0.026,-0.050,-0.028
-0.035,-0.045,-0.025
-0.041,-0.039,-0.020
-0.045,-0.034,-0.014
-0.049,-0.030,-0.010
-0.053,-0.028,-0.008
-0.057,-0.025,-0.006
-0.061,-0.022,-0.004
-0.063,-0.022,-0.002
-0.065,-0.022,-0.000
-0.066,-0.024,0.001
-0.063,-0.024,0.003
-0.059,-0.023,0.001
-0.055,-0.021,-0.003
-0.054,-0.017,-0.008
-0.054,-0.012,-0.010
-0.055,-0.007,-0.008
-0.055,-0.003,-0.005
-0.053,0.002,-0.002
-0.045,0.008,0.000
-0.033,0.015,0.004
-0.020,0.021,0.009
-0.008,0.028,0.015
0.001,0.035,0.022
0.009,0.043,0.028
0.017,0.051,0.030
0.022,0.059,0.030
0.024,0.065,0.028
0.025,0.073,0.026
0.028,0.078,0.022
0.033,0.083,0.015
0.036,0.083,0.009
0.038,0.077,0.005
0.040,0.067,0.003
0.043,0.053,-0.001
0.045,0.038,-0.007
0.045,0.022,-0.012
0.042,0.009,-0.014
0.036,0.001,-0.013
0.028,-0.000,-0.010
0.018,0.001,-0.009
0.008,0.002,-0.009
0.000,0.002,-0.009
-0.007,0.003,-0.009
-0.012,0.004,-0.008
-0.018,0.006,-0.008
-0.024,0.007,-0.009
-0.028,0.008,-0.010
-0.027,0.009,-0.011
-0.022,0.010,-0.012
-0.012,0.010,-0.014
-0.003,0.012,-0.014
0.006,0.014,-0.013
0.012,0.018,-0.008
0.019,0.020,-0.002
0.024,0.020,0.002
0.028,0.018,0.005
0.028,0.017,0.006
0.023,0.016,0.006
0.016,0.018,0.005
0.009,0.022,0.003
0.005,0.026,0.000
0.002,0.027,-0.004
0.000,0.023,-0.010
-0.001,0.015,-0.017
-0.001,0.006,-0.021
0.001,-0.002,-0.019
0.005,-0.007,-0.014
0.011,-0.008,-0.006
0.018,-0.004,0.002
0.026,0.001,0.010
0.031,0.005,0.017
0.033,0.007,0.022
0.031,0.006,0.022
0.025,0.002,0.019
0.019,-0.006,0.012
0.014,-0.016,0.005
0.013,-0.027,-0.001
0.014,-0.039,-0.006
0.018,-0.049,-0.008
0.023,-0.057,-0.007
0.027,-0.062,-0.006
0.028,-0.065,-0.006
0.025,-0.067,-0.008
0.020,-0.067,-0.010
0.012,-0.067,-0.011
0.003,-0.067,-0.012
-0.003,-0.066,-0.012
-0.005,-0.065,-0.014
-0.004,-0.061,-0.017
-0.001,-0.055,-0.021
0.002,-0.046,-0.026
0.005,-0.035,-0.029
0.006,-0.022,-0.029
